model,weight
w_ridge_without_lags,1.0463404603193868e-05
w_ridge_with_lags,0.011543896991174193
w_lasso_without_lags,0.0002852512948934599
w_lasso_with_lags,0.02365872284266737
w_elastic_net_without_lags,0.01580965722413976
w_elastic_net_with_lags,0.04407951602118835
w_rf_without_lags,0.2969885179698255
w_rf_with_lags,0.04687061381355339
w_knn_without_lags,0.013917786159280392
w_knn_with_lags,0.023028853472306918
w_xgb_without_lags,0.08174246570103484
w_xgb_with_lags,0.06202211280398359
w_lgbm_without_lags,0.09458753563106444
w_lgbm_with_lags,0.2854546066702848
