model,weight
w_ridge_without_lags,0.030136517904800063
w_ridge_with_lags,0.015408383700989523
w_lasso_without_lags,0.09701661983928646
w_lasso_with_lags,0.015080276700829051
w_elastic_net_without_lags,0.005796420098975333
w_elastic_net_with_lags,0.011910471794081586
w_rf_without_lags,0.16061503688909073
w_rf_with_lags,0.0050512997021870025
w_knn_without_lags,0.050989669474432994
w_knn_with_lags,0.23475529368187087
w_xgb_without_lags,0.011602558505276564
w_xgb_with_lags,0.22427748992741786
w_lgbm_without_lags,0.13723224051909197
w_lgbm_with_lags,0.0001277212616699454
