model,weight
w_ridge_without_lags,0.011705290788662672
w_ridge_with_lags,6.243733890800263e-05
w_lasso_without_lags,0.04498880342685228
w_lasso_with_lags,0.0003527046052680871
w_elastic_net_without_lags,0.016511084567182255
w_elastic_net_with_lags,0.00045314296495874823
w_rf_without_lags,0.09369708534312864
w_rf_with_lags,0.0036915230889930086
w_knn_without_lags,0.00036009201066637355
w_knn_with_lags,0.012106431745501767
w_xgb_without_lags,0.32076466630224876
w_xgb_with_lags,0.035635157234152504
w_lgbm_without_lags,0.2327273727496129
w_lgbm_with_lags,0.22694420783386407
